/***************************************
* STOCHASTIC OPTIMITZATION
* OPL S2FVPP Data Generator
* by Jordi Mateo Fornes
* Model = S2FVPP; Stochastic (2S) MIP 0-1;
* Representation = Compact Representation;
****************************************/
I = 100;
P = 70;
C = 30;
G = 10;
p = [ 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01 ];
pc = 0.1;
ORCHARDS = { 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70 };
CUSTOMERS = { c1, c2, c3, c4, c5, c6, c7, c8, c9, c10, c11, c12, c13, c14, c15, c16, c17, c18, c19, c20, c21, c22, c23, c24, c25, c26, c27, c28, c29, c30 };
CGV = [ 3.9801, 16.9044, 9.69052, 23.1384, 1.4141, 26.8933, 2.77297, 27.3271, 10.6988, 6.36432, 25.6736, 25.4164, 20.7796, 7.50443, 5.43511, 9.35052, 4.1969, 6.0533, 11.9287, 20.3688, 27.9303, 28.1901, 9.80064, 18.1124, 9.58284, 16.8603, 23.3885, 16.1957, 26.3404, 6.57832, 22.9359, 13.0363, 25.8169, 10.7364, 7.07706, 15.7009, 3.15679, 19.0683, 27.6408, 28.4908, 13.7613, 18.1496, 29.6612, 3.36584, 21.4639, 29.7594, 9.52512, 21.7984, 20.2909, 11.8541, 8.81722, 29.995, 20.637, 13.6913, 17.6888, 20.5328, 16.0221, 17.0482, 29.2598, 26.3698, 29.3967, 17.2866, 7.20818, 24.2983, 29.6519, 24.7368, 29.65, 27.8968, 2.71967, 10.7707 ]; 
s = [ 1.97037, 1.78368, 2.12318, 1.97804, 2.63419, 0.236393, 1.66924, 1.94304, 0.544874, 0.440965, 2.74967, 1.84637, 1.79401, 0.974976, 1.1396, 2.62914, 1.23677, 2.33, 2.86252, 2.06394, 2.28109, 1.95242, 0.902646, 0.582741, 2.38061, 1.97484, 0.267968, 1.37366, 0.197153, 2.62846, 1.13491, 2.46409, 2.46746, 2.82481, 2.55742, 1.90539, 2.18259, 1.70779, 1.71655, 1.83009, 1.13505, 2.57996, 0.966632, 1.73404, 2.93176, 2.03215, 1.90231, 0.957936, 2.85083, 0.589053, 2.28655, 1.89997, 2.19487, 1.55414, 2.15964, 2.0544, 1.30678, 2.57648, 1.18088, 1.03085, 0.766855, 1.66304, 1.94266, 1.37491, 0.247003, 1.38469, 1.83846, 0.555049, 2.81423, 13.9544 ]; 
CSV = [
        [
          [ 13.0899, 6.35578, 13.0531, 1.10795, 26.6606, 6.53151, 16.2053, 25.7771, 27.5837, 14.8842, 7.02756, 4.16221, 4.73866, 9.92392, 4.25532, 29.9715, 17.0477, 23.3301, 21.9225, 4.00595, 23.2488, 5.96429, 23.7237, 24.6132, 6.14106, 5.70547, 1.04953, 9.30835, 29.283, 27.2148, 1.57325, 28.8155, 16.0892, 9.17546, 5.55739, 26.8123, 3.93941, 12.0118, 21.9562, 2.87689, 5.01415, 17.6164, 22.2048, 24.8519, 5.69823, 1.99017, 21.6115, 19.7291, 6.34168, 15.8827, 15.7018, 2.36641, 11.1325, 13.0155, 20.1931, 6.63222, 2.04527, 3.73632, 21.2369, 5.48932, 13.8234, 22.5214, 28.7249, 24.0666, 16.1662, 20.082, 12.0113, 4.77424, 7.63601, 15.136 ], 
          [ 27.6271, 18.4616, 2.30091, 13.8929, 16.3758, 16.9327, 16.5721, 10.1409, 2.1403, 17.9378, 22.8002, 11.9512, 3.70604, 20.2268, 16.7709, 13.6555, 14.3803, 18.9241, 11.3599, 6.55951, 12.569, 20.6243, 19.1309, 25.4361, 6.95416, 9.88115, 27.1157, 3.174, 25.769, 24.553, 20.1161, 27.6731, 14.8962, 4.92124, 19.5875, 15.8839, 16.3532, 23.4487, 4.32707, 7.15777, 9.72085, 29.4037, 15.1701, 24.4935, 1.69717, 28.8493, 5.96481, 20.1, 21.5302, 19.4775, 14.7259, 6.94574, 15.8284, 20.2696, 29.4503, 3.84718, 12.5846, 27.8164, 26.707, 11.5381, 8.20236, 9.21446, 4.10395, 27.521, 28.2714, 23.4864, 26.3907, 4.90581, 23.2933, 25.2272 ], 
          [ 22.2037, 2.82263, 14.8326, 27.1117, 8.38799, 26.3681, 20.2848, 19.2265, 23.9597, 2.89, 9.16442, 10.4095, 21.548, 13.6998, 14.0431, 21.3129, 10.4542, 2.1236, 14.8144, 21.6213, 4.53081, 22.0781, 27.9821, 24.1283, 25.0417, 14.5173, 3.66321, 28.7313, 22.4948, 10.1533, 7.84036, 29.3039, 25.4401, 3.95355, 10.8397, 3.09817, 25.0543, 19.4192, 3.31835, 11.5007, 8.80243, 23.8876, 27.4461, 14.4545, 20.932, 9.90857, 15.8616, 6.73566, 12.0331, 15.5516, 1.02168, 19.7004, 26.2427, 23.5874, 16.1733, 6.89737, 4.22704, 19.8642, 15.5363, 14.6382, 25.9019, 27.033, 13.3981, 8.58674, 16.3287, 18.7972, 6.01693, 24.4143, 21.4127, 22.0993 ], 
          [ 20.8725, 26.456, 20.6912, 11.8503, 25.8707, 22.0071, 14.6271, 15.7179, 8.77687, 5.33031, 1.48894, 21.3451, 18.7402, 29.35, 18.8702, 18.6903, 19.3331, 5.3763, 12.184, 2.68266, 22.2806, 7.00254, 22.4096, 5.54976, 14.6959, 8.89048, 17.4949, 13.563, 22.2828, 15.223, 21.8651, 26.094, 7.0081, 21.7544, 16.3365, 13.4664, 12.6086, 6.24974, 26.9941, 21.9809, 12.6504, 23.113, 7.02186, 22.7128, 4.8722, 17.1343, 11.5506, 7.42628, 12.259, 6.38026, 28.6441, 3.86506, 13.9064, 25.3897, 28.988, 3.22675, 29.3508, 27.6648, 22.9736, 24.5778, 21.4785, 2.09684, 3.04269, 25.4882, 8.55784, 27.1354, 8.85969, 18.2742, 8.54791, 23.0311 ], 
          [ 2.32739, 10.5403, 7.14057, 4.08335, 2.2228, 22.2735, 22.1675, 24.115, 11.0623, 1.74853, 11.8666, 5.55646, 3.66273, 16.7637, 20.3503, 1.96423, 20.5793, 17.0718, 21.243, 7.64943, 26.9474, 26.4058, 29.2509, 10.3762, 27.7566, 21.6094, 28.6966, 10.2308, 20.8628, 11.4904, 19.2496, 14.874, 12.5308, 16.2852, 16.7628, 7.62667, 14.5274, 10.9454, 21.4463, 28.0677, 28.0264, 12.4779, 10.0182, 23.9128, 23.1301, 11.3765, 22.7096, 10.8887, 7.87457, 16.1717, 23.136, 6.49875, 19.7827, 19.8774, 24.3567, 4.71698, 2.45055, 5.91617, 19.6329, 13.0256, 22.8542, 18.6691, 28.2769, 22.4283, 2.28194, 1.08388, 24.7009, 13.4535, 3.60879, 9.76832 ], 
          [ 14.1616, 25.7504, 7.01258, 23.6456, 15.9011, 26.3496, 1.74112, 8.05722, 12.8639, 8.03027, 8.49166, 27.2074, 3.33287, 3.09334, 3.68072, 18.961, 25.5859, 13.5692, 3.70707, 25.8946, 24.3468, 3.46935, 11.088, 24.9152, 8.49062, 8.65974, 15.744, 7.1113, 23.652, 9.79449, 1.16745, 16.6084, 20.1147, 24.1159, 20.0366, 16.1296, 15.326, 8.47687, 29.591, 3.52725, 13.9888, 13.2286, 8.94909, 26.0116, 6.3909, 4.34036, 28.3382, 21.3058, 21.0688, 3.60847, 12.9313, 29.1841, 23.9607, 25.6259, 23.0196, 26.9379, 24.811, 6.09427, 13.1547, 29.2112, 3.24104, 10.3386, 26.2927, 5.61123, 15.4059, 19.8846, 12.1537, 18.7815, 13.7829, 20.2924 ], 
          [ 8.87889, 11.3627, 26.1754, 13.7097, 15.2154, 18.5917, 15.5458, 4.73841, 23.376, 13.7277, 12.2819, 9.48118, 3.49197, 25.4646, 10.5791, 20.2723, 8.86713, 11.733, 24.5855, 12.5453, 23.7604, 10.3653, 12.4563, 14.4721, 5.66801, 11.1131, 11.9629, 22.0722, 20.2567, 15.0738, 16.0905, 9.89675, 22.5111, 24.1459, 13.8998, 17.1568, 23.329, 7.44706, 16.6582, 27.1605, 23.5875, 1.77045, 24.6788, 7.68336, 27.4641, 22.8957, 11.4389, 9.57176, 25.7039, 26.0691, 20.1701, 24.7869, 17.1567, 3.5911, 21.4807, 13.809, 17.6136, 29.6631, 15.6103, 18.1392, 20.1399, 12.5081, 14.0073, 7.62471, 10.2605, 2.9473, 18.7233, 25.2059, 20.0737, 21.8975 ], 
          [ 21.9205, 14.0357, 12.2829, 12.8666, 27.225, 7.23172, 3.35098, 16.1385, 24.642, 27.8477, 23.6085, 4.50432, 10.752, 13.5534, 2.03493, 26.6813, 23.6046, 29.4246, 21.6287, 4.31876, 29.3096, 15.1981, 4.3488, 25.127, 3.67018, 25.909, 1.37681, 29.7088, 20.8713, 6.92759, 24.8399, 16.4325, 14.239, 18.526, 12.1509, 25.095, 28.9273, 2.51821, 10.333, 11.6742, 18.5698, 14.7317, 21.1635, 27.8419, 2.89547, 3.07795, 15.101, 2.82865, 24.7797, 22.3901, 29.1745, 25.7785, 23.4608, 26.3621, 20.6422, 28.4492, 21.7779, 9.55443, 18.9088, 24.9818, 10.9736, 14.1298, 3.14429, 20.7315, 13.2699, 4.88568, 22.3689, 15.0339, 2.70397, 7.1274 ], 
          [ 24.8218, 4.41971, 29.9065, 26.359, 19.2047, 18.0593, 7.95023, 12.872, 10.1937, 9.26371, 8.35891, 3.95903, 18.3234, 16.1547, 22.8419, 25.7319, 15.3125, 8.49746, 22.1453, 5.68188, 9.90352, 15.5085, 15.7328, 4.09916, 11.2819, 13.1994, 18.5699, 4.82377, 10.7591, 14.2527, 2.54869, 15.0699, 25.0121, 25.0241, 11.8676, 24.0333, 10.794, 11.8001, 9.68775, 29.0845, 15.3919, 21.4995, 26.2623, 18.1331, 14.8701, 10.9003, 22.8098, 27.7049, 5.01981, 3.33935, 25.2601, 18.8315, 11.7101, 26.513, 8.89724, 17.0583, 4.02033, 26.453, 8.13656, 17.7831, 22.87, 14.1735, 20.889, 7.82827, 20.0126, 29.266, 19.2724, 13.1134, 27.984, 6.11728 ], 
          [ 18.2905, 12.8003, 15.0776, 14.5276, 7.13826, 8.22548, 7.03225, 7.26554, 22.0298, 8.74153, 14.2824, 22.6939, 4.38872, 26.823, 5.02167, 12.5457, 27.4954, 19.6511, 29.8637, 6.26635, 1.82411, 17.1495, 3.72072, 23.7804, 27.3, 28.4102, 4.72801, 18.0421, 6.5501, 28.565, 6.70764, 21.0261, 17.3021, 18.8615, 26.1323, 6.34877, 1.43888, 4.45102, 18.2018, 13.501, 16.7762, 23.3842, 4.68333, 25.2417, 20.0457, 10.1847, 27.7347, 15.6753, 27.2005, 21.5787, 4.04749, 28.0412, 14.1149, 10.6986, 24.6271, 8.76067, 19.0169, 9.75788, 12.2195, 2.30061, 17.5848, 17.1577, 14.1221, 15.6237, 29.0035, 17.2124, 16.2213, 7.07915, 27.3386, 8.23008 ], 
