/***************************************
* STOCHASTIC OPTIMITZATION
* OPL S2FVPP Data Generator
* by Jordi Mateo Fornes
* Model = S2FVPP; Stochastic (2S) MIP 0-1;
* Representation = Compact Representation;
****************************************/
I = 100;
P = 30;
C = 70;
G = 1;
p = [ 0.01 ];
pc = 0.01;
ORCHARDS = { 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 };
CUSTOMERS = { c1, c2, c3, c4, c5, c6, c7, c8, c9, c10, c11, c12, c13, c14, c15, c16, c17, c18, c19, c20, c21, c22, c23, c24, c25, c26, c27, c28, c29, c30, c31, c32, c33, c34, c35, c36, c37, c38, c39, c40, c41, c42, c43, c44, c45, c46, c47, c48, c49, c50, c51, c52, c53, c54, c55, c56, c57, c58, c59, c60, c61, c62, c63, c64, c65, c66, c67, c68, c69, c70 };
CGV = [ 12.3627, 25.4853, 10.2329, 20.683, 21.6957, 11.0756, 12.6637, 23.7192, 29.747, 24.3349, 1.6333, 4.32544, 17.4201, 25.5003, 10.542, 10.3069, 6.75382, 6.70016, 11.987, 21.4619, 7.0354, 11.8772, 18.5623, 13.2509, 13.4674, 27.7698, 8.32329, 29.4574, 27.4332, 21.3173 ]; 
s = [ 2.84972, 2.63639, 2.93451, 0.881518, 0.485698, 0.306994, 0.525129, 0.687612, 1.28742, 1.62071, 1.89602, 2.57658, 2.98629, 1.68668, 1.96442, 1.15665, 2.91276, 1.99352, 2.48752, 0.680003, 0.552075, 2.98777, 0.270194, 1.38969, 0.820449, 1.419, 0.795921, 2.74378, 2.73897, 28.9432 ]; 
CSV = [
        [
          [ 7.67767, 5.99913, 10.9122, 12.431, 2.91647, 6.44682, 1.12, 23.5963, 23.8257, 18.7337, 2.78434, 5.25286, 25.171, 1.84413, 13.5398, 8.3311, 9.19569, 21.6331, 4.43646, 7.11334, 9.54543, 6.89295, 19.4077, 26.619, 7.52483, 17.0242, 28.8268, 6.53732, 14.3329, 24.3199 ], 
          [ 1.58013, 3.46933, 3.29274, 29.0945, 9.46761, 6.97598, 24.7906, 4.7751, 7.03704, 27.3092, 9.56383, 15.2737, 15.9909, 21.0014, 6.69216, 26.8691, 20.533, 23.7103, 14.0963, 15.5577, 9.14359, 22.8516, 11.2094, 4.93605, 22.2377, 14.1019, 21.1255, 25.9379, 3.40545, 16.6781 ], 
          [ 20.8818, 4.0971, 7.85767, 19.8935, 29.6178, 9.67465, 14.745, 1.53647, 27.3977, 24.0488, 26.4534, 18.0439, 18.2965, 1.58338, 9.11796, 21.0803, 25.2874, 2.56521, 9.70941, 29.1908, 16.6959, 16.6462, 15.7112, 25.2621, 11.8161, 22.3983, 21.5461, 13.1713, 11.6758, 23.2238 ], 
          [ 14.8789, 1.04354, 2.28873, 29.6319, 5.10696, 12.1191, 22.2676, 2.55389, 10.7349, 25.9194, 1.82831, 11.228, 24.5458, 18.5921, 5.27705, 8.6611, 10.6749, 1.46925, 26.9971, 22.9511, 19.486, 1.97959, 7.28488, 24.4694, 17.3653, 18.9125, 1.07106, 26.5943, 20.2652, 7.76499 ], 
          [ 5.32371, 4.60453, 8.82732, 27.6323, 17.1003, 28.9892, 5.88928, 6.45676, 23.4709, 18.5782, 22.849, 1.99152, 27.8855, 9.01579, 13.5882, 7.77294, 6.45647, 24.9203, 24.8723, 1.92823, 10.2892, 12.4046, 13.9328, 4.42637, 15.8352, 10.7923, 3.49925, 21.6311, 22.7912, 20.3138 ], 
          [ 11.2565, 25.3894, 7.89732, 23.205, 6.48242, 19.714, 11.4709, 28.739, 13.5171, 28.8355, 21.2626, 14.2539, 12.815, 25.8876, 23.2792, 17.2027, 9.27319, 12.6697, 7.95648, 8.19314, 27.4558, 29.1288, 28.877, 20.9813, 5.63717, 23.1856, 29.6827, 3.05111, 20.3674, 6.45866 ], 
          [ 12.3188, 2.3664, 14.6196, 14.5047, 28.8599, 3.53627, 24.4271, 1.77709, 4.29366, 10.9741, 19.5613, 12.9347, 29.1522, 4.37892, 21.906, 19.3134, 5.24335, 21.0117, 28.6006, 1.29548, 17.958, 18.9466, 12.5001, 7.46871, 3.10367, 15.9643, 20.8133, 13.2044, 29.2237, 29.2878 ], 
          [ 1.14047, 10.6342, 13.9624, 16.515, 22.3531, 12.879, 18.8851, 23.9196, 22.1029, 4.86938, 5.88252, 10.3451, 29.774, 8.10198, 2.49384, 8.4321, 14.3474, 17.6408, 1.65176, 26.3717, 11.1298, 21.7675, 5.56048, 7.49399, 17.1993, 14.9685, 3.39703, 12.4715, 26.7022, 21.5876 ], 
          [ 25.9159, 15.6135, 16.6176, 1.21383, 19.8416, 19.3508, 18.0175, 9.9685, 21.2396, 15.6488, 23.3675, 13.0491, 22.5328, 22.3817, 6.50911, 14.7767, 17.8251, 3.49605, 6.06998, 9.97292, 6.56786, 28.9759, 20.8898, 28.0105, 22.2059, 3.31238, 16.1263, 23.0016, 22.1253, 25.7085 ], 
          [ 16.9892, 10.5989, 25.3521, 23.3567, 27.2261, 1.78863, 10.0484, 14.3563, 6.78067, 24.432, 28.9747, 4.9039, 4.05463, 1.89608, 5.02129, 13.9406, 18.9695, 29.0959, 25.5979, 7.30077, 28.3423, 23.5387, 25.215, 2.94177, 25.7577, 6.80679, 13.6758, 29.6942, 3.15241, 6.44274 ], 
